K?????????^~	12	11	0	0
K???????F~~}	12	20	0	0
K??????_F~N}	12	19	1	0
K??????o@~~{	12	19	1	0
K??????w?~~{	12	19	1	0
K??????{?^~{	12	19	1	0
K??????~~~^{	12	27	0	0
K????A?~v}N{	12	25	1	0
K????B?oF}F}	12	20	2	0
K????B?N~}^w	12	25	1	0
K????B?Nx~^w	12	24	2	0
K????B_w?~~w	12	21	2	0
K????B_F~}^w	12	25	1	0
K????B_Fw~^w	12	23	2	0
K????Bo{?^~w	12	22	2	0
K????BoB~}^w	12	25	1	0
K????B~~v}^w	12	32	0	0
K???CB?~`~Nw	12	24	2	3
K???CB_Fz}^o	12	24	2	3
K???CBoB~{Nw	12	24	2	3
K???CB}~f{Nw	12	29	1	0
K???CB}~b}Nw	12	29	1	0
K???EB?~`~^o	12	25	2	0
K???EA_Nq|^o	12	23	2	6
K???EB_No~^o	12	24	3	3
K???EAoRh}^o	12	23	2	6
K???E?pNu\^o	12	24	3	5
K???E?xph}^o	12	24	3	5
K???E?~~f{^o	12	29	1	0
K???E?~Nv{^o	12	28	2	0
K???E?~Np}^o	12	27	2	0
K???FB_wF{B}	12	23	3	0
K???FB_F~{^o	12	26	2	0
K???FB_Fw~^o	12	25	3	0
K???FBOFp\^o	12	23	2	6
K???FAWFrL^o	12	23	2	8
K???F?\FvD^o	12	24	3	3
K???F?^~f{^o	12	29	1	0
K???F?^Fv{^o	12	27	2	0
K???Fbo{?^~o	12	25	3	0
K???F~}~f{^o	12	35	0	0
K??CAB_Fz{Vg	12	23	3	6
K??CABoBz{Vg	12	23	3	6
K??CAB{Nr{Vg	12	26	2	5
K??CEB{~@}No	12	27	2	3
K??CEB{Nr{No	12	27	2	4
K??CE@A~B{Fk	12	23	3	5
K??CE@afNwFw	12	23	3	7
K??CBB_fO~No	12	23	3	6
K??CBAPFr\^_	12	23	3	8
K??CBAXXg}^_	12	23	4	8
K??CBA\FvwNo	12	25	3	5
K??CFB_Fz{^_	12	25	3	3
K??CFAWFrL^_	12	23	3	10
K??CF@aFsx^_	12	23	3	8
K??CF@aFoz^_	12	23	4	6
K??CF@aF^wNo	12	24	3	5
K??CF?^^fw^_	12	27	2	4
K??CF?^^b{^_	12	27	2	4
K??CF?^Fr{^_	12	26	3	3
K??CFz{~FwNo	12	31	1	0
K??CFz{~B{No	12	31	1	0
K??EEBoB~wFw	12	25	4	5
K??EEB{Nvw^_	12	28	2	0
K??EEB{NvwFw	12	28	4	0
K??ED@_NayRc	12	21	3	10
K??ED?qFqZ^_	12	23	4	9
K??ED?}Nay^_	12	25	3	6
K??ED?}VVw^_	12	26	2	6
K??ED?^Nay^_	12	25	3	6
K??EFB_NfwB{	12	25	4	4
K??EFBOFp\^_	12	24	4	6
K??EF?}Fvw^_	12	27	3	3
K??EF?}Fp{^_	12	26	3	4
K??EF?^Fp{^_	12	26	3	3
K??E@_qBuZ^_	12	23	3	7
K??E@_NMeI~_	12	23	4	8
K??E@_NNeY^_	12	24	4	8
K??E@_NNeY]C	12	23	4	10
K??EDaoRX{^_	12	24	3	6
K??EDaKRR`Fo	12	21	3	12
K??ED`LNfw^_	12	26	2	7
K??ED`LN`{^_	12	25	3	7
K??E@f_FmY^_	12	24	4	7
K??E@c}NeY^_	12	26	3	5
K??E@c}rVw^_	12	27	3	5
K??E@~{~Fw^_	12	31	1	0
K??E@{}~Fw^_	12	30	2	0
K??E@{}Nfw^_	12	29	2	0
K??FFB_~?~^_	12	27	3	0
K??FFAWXG}^_	12	24	3	7
K??FF?^~Fw^_	12	29	2	0
K??FF?^Fvw^_	12	28	4	0
K??FCo]XVw^_	12	26	2	6
K??F?~{~Fw^_	12	31	1	0
K??Ffbo{Fw@}	12	28	2	0
K??F~z{~Fw^_	12	36	0	0
K?AA@BwNayRW	12	23	3	10
K?AAFBwFrwVO	12	25	3	8
K?AAF?^^BwVO	12	25	3	8
K?AAF?^^DsFo	12	25	3	8
K?AA@bHBrwVO	12	22	4	10
K?AAFbo^Ds@{	12	25	3	6
K?AEFBwFrwFo	12	26	4	6
K?AEF@c}?vFo	12	24	4	9
K?AEDqwMbwGm	12	25	3	6
K?AEFrwNbw^?	12	28	2	3
K?AEFo}^BwN_	12	28	2	5
K?AEAJw^@uFo	12	25	3	7
K?AEAJw^@uFW	12	25	4	5
K?ABBBoerw@{	12	24	4	8
K?ABBBwerwBw	12	25	5	5
K?ABF@c}?}RS	12	24	4	8
K?ABFAYFvoN_	12	25	4	7
K?ABFAYFrwN_	12	25	4	6
K?ABFAYFrwBw	12	25	3	6
K?ABCf_}BYBs	12	24	4	9
K?ABCc]ZVo^?	12	25	4	7
K?ABCc]ZRw^?	12	25	3	9
K?ABCvo{Bw@u	12	25	3	8
K?AFF?^^Fo^?	12	27	3	4
K?AFF?^^FoBw	12	27	4	3
K?AFE_]JVoN_	12	25	3	9
K?AFCo]XVoN_	12	25	3	9
K?AF?~w}Bw^?	12	28	2	4
K?AF?~w}BwN_	12	28	2	5
K?BE@bH{@{@y	12	24	4	8
K?BE@bHBvoFo	12	24	4	8
K?BEFo}}@{^?	12	29	4	0
K?BDB?{Ucq^?	12	23	3	12
K?BDB?{UcqF_	12	22	4	10
K?BDF?{UfoBw	12	25	4	8
K?BD@j_QvoBs	12	24	4	11
K?BD@g]UeQ^?	12	24	4	10
K?BD@g]Qvo^?	12	25	5	9
K?BD@w{Ufo^?	12	26	3	6
K?BD@xY}Fo^?	12	27	2	6
K?BD?{{Ufo^?	12	26	4	6
K?BFF?{}?}^?	12	27	3	4
K?B@`zo{ES@u	12	25	3	8
K?B@hzI}Fo^?	12	28	3	3
K?`@F@wlEcBw	12	23	4	12
K?`@F?{UckBw	12	23	3	12
K?`DFAsNAsBw	12	24	4	9
K?`FE`wl?{Dg	12	24	4	12
K?`FAo]]DgSg	12	24	4	12
K?r@`boN?^WY	12	26	4	7
