H??????	9	0	0	0
H????A?	9	1	0	0
H????B?	9	2	0	0
H????B_	9	3	0	0
H????Bo	9	4	0	0
H????Bw	9	5	0	0
H????B{	9	6	0	0
H????B}	9	7	0	0
H????B~	9	8	0	0
H???C@?	9	2	0	1
H???CB?	9	3	0	1
H???C@_	9	3	0	1
H???CB_	9	4	0	1
H???C@o	9	4	0	1
H???CBo	9	5	0	1
H???C@w	9	5	0	1
H???CBw	9	6	0	1
H???C@{	9	6	0	1
H???CB{	9	7	0	1
H???C@}	9	7	0	1
H???CB}	9	8	0	0
H???EB?	9	4	0	0
H???EB_	9	5	0	1
H???E?o	9	4	0	2
H???EAo	9	5	0	2
H???EBo	9	6	0	2
H???E?w	9	5	0	2
H???EAw	9	6	0	2
H???EBw	9	7	0	2
H???E?{	9	6	0	2
H???EA{	9	7	0	2
H???EB{	9	8	0	1
H???E?}	9	7	0	1
H???EA}	9	8	0	1
H???EB}	9	9	0	0
H???E?p	9	5	0	2
H???E?x	9	6	0	2
H???E?|	9	7	0	1
H???E?~	9	8	0	0
H???FB_	9	6	0	0
H???FBO	9	6	0	2
H???FBo	9	7	0	1
H???FAW	9	6	0	3
H???FBW	9	7	0	3
H???FBw	9	8	0	2
H???F?[	9	6	0	2
H???FA[	9	7	0	3
H???FB[	9	8	0	2
H???FB{	9	9	0	1
H???F?]	9	7	0	1
H???FA]	9	8	0	2
H???FB]	9	9	0	1
H???FB}	9	10	0	0
H???F?\	9	7	0	1
H???F?^	9	8	0	0
H???Fbo	9	8	0	0
H???Fbg	9	8	0	2
H???Fbw	9	9	0	1
H???FbK	9	8	0	3
H???Fbk	9	9	0	2
H???Fb{	9	10	0	1
H???FaM	9	8	0	2
H???FbM	9	9	0	2
H???Fbm	9	10	0	1
H???Fb}	9	11	0	0
H???Frw	9	10	0	0
H???Frs	9	10	0	2
H???Fr{	9	11	0	1
H???Fre	9	10	0	2
H???Fru	9	11	0	1
H???Fr}	9	12	0	0
H???Fz{	9	12	0	0
H???Fzy	9	12	0	1
H???Fz}	9	13	0	0
H???F~}	9	14	0	0
H??CAB?	9	4	0	2
H??CA?_	9	3	0	2
H??CAA_	9	4	0	2
H??CAB_	9	5	0	2
H??CA?o	9	4	0	2
H??CAAo	9	5	0	2
H??CABo	9	6	0	2
H??CA?w	9	5	0	2
H??CAAw	9	6	0	2
H??CABw	9	7	0	2
H??CA?{	9	6	0	2
H??CAA{	9	7	0	2
H??CAB{	9	8	0	2
H??CEB_	9	6	0	2
H??CE@o	9	6	0	3
H??CEBo	9	7	0	3
H??CE?w	9	6	0	3
H??CEAw	9	7	0	3
H??CE@w	9	7	0	3
H??CEBw	9	8	0	2
H??CE?{	9	7	0	3
H??CEA{	9	8	0	2
H??CE@{	9	8	0	2
H??CEB{	9	9	0	1
H??CE@A	9	5	1	3
H??CE@a	9	6	1	3
H??CE@q	9	7	1	3
H??CE@y	9	8	1	3
H??CE@}	9	9	1	2
H??CBB?	9	5	0	3
H??CB@_	9	5	0	1
H??CBB_	9	6	0	2
H??CBAO	9	5	0	3
H??CBBO	9	6	0	3
H??CB@o	9	6	0	2
H??CBBo	9	7	0	3
H??CB?W	9	5	0	3
H??CBAW	9	6	0	3
H??CB@W	9	6	0	3
H??CBBW	9	7	0	3
H??CB@w	9	7	0	3
H??CBBw	9	8	0	3
H??CB?[	9	6	0	3
H??CBA[	9	7	0	3
H??CB@[	9	7	0	3
H??CBB[	9	8	0	3
H??CB@{	9	8	0	3
H??CBB{	9	9	0	2
H??CBAP	9	6	0	3
H??CB?X	9	6	0	3
H??CBAX	9	7	0	3
H??CB?\	9	7	0	3
H??CBA\	9	8	0	2
H??CFBo	9	8	0	2
H??CFBW	9	8	0	4
H??CF@w	9	8	0	4
H??CFBw	9	9	0	3
H??CFA[	9	8	0	4
H??CF@[	9	8	0	4
H??CFB[	9	9	0	3
H??CF@{	9	9	0	3
H??CFB{	9	10	0	2
H??CF@a	9	7	1	3
H??CF@Q	9	7	1	4
H??CF@q	9	8	1	4
H??CF?Y	9	7	0	3
H??CF@Y	9	8	1	4
H??CF@y	9	9	1	3
H??CF?]	9	8	0	2
H??CF@]	9	9	1	3
H??CF@}	9	10	1	2
H??CF?Z	9	8	0	2
H??CF?^	9	9	0	1
H??CBb_	9	7	0	3
H??CB`o	9	7	0	1
H??CBbo	9	8	0	2
H??CBbG	9	7	0	4
H??CB`g	9	7	0	3
H??CBbg	9	8	0	4
H??CB`w	9	8	0	2
H??CBbw	9	9	0	3
H??CBaK	9	7	0	3
H??CB`K	9	7	0	4
H??CBbK	9	8	0	4
H??CB`k	9	8	0	4
H??CBbk	9	9	0	3
H??CB`{	9	9	0	3
H??CBb{	9	10	0	2
H??CBaL	9	8	0	2
H??CFbo	9	9	0	1
H??CFbg	9	9	0	3
H??CFbw	9	10	0	2
H??CFbK	9	9	0	4
H??CFbk	9	10	0	3
H??CF`{	9	10	0	3
H??CFb{	9	11	0	2
H??CF`q	9	9	1	3
H??CF`i	9	9	1	4
H??CF`y	9	10	1	3
H??CF`M	9	9	1	3
H??CF`m	9	10	1	3
H??CF`}	9	11	1	2
H??CBro	9	9	0	3
H??CBpw	9	9	0	1
H??CBrw	9	10	0	2
H??CBrc	9	9	0	4
H??CBps	9	9	0	3
H??CBrs	9	10	0	3
H??CBp{	9	10	0	2
H??CBr{	9	11	0	2
H??CFrw	9	11	0	1
H??CFrs	9	11	0	2
H??CFr{	9	12	0	1
H??CFpy	9	11	1	2
H??CFpu	9	11	1	2
H??CFp}	9	12	1	1
H??CBzw	9	11	0	2
H??CBx{	9	11	0	1
H??CBz{	9	12	0	1
H??CFz{	9	13	0	0
H??CFx}	9	13	1	0
H??EEB_	9	7	0	1
H??EEBo	9	8	0	2
H??EE?w	9	7	0	3
H??EEAw	9	8	0	2
H??EEBw	9	9	0	1
H??EE?{	9	8	0	2
H??EEA{	9	9	0	1
H??EEB{	9	10	0	0
H??ED@_	9	6	0	3
H??EDB_	9	7	0	2
H??ED@o	9	7	0	4
H??EDBo	9	8	0	3
H??ED@W	9	7	0	4
H??EDBW	9	8	0	4
H??ED@w	9	8	0	4
H??EDBw	9	9	0	3
H??ED?[	9	7	0	4
H??EDA[	9	8	0	4
H??ED@[	9	8	0	4
H??EDB[	9	9	0	3
H??ED@{	9	9	0	3
H??EDB{	9	10	0	2
H??ED?q	9	7	1	4
H??ED?y	9	8	1	4
H??ED?]	9	8	0	3
H??ED?}	9	9	1	3
H??ED?R	9	7	0	3
H??ED?Z	9	8	0	3
H??ED?^	9	9	0	2
H??EFB_	9	8	0	1
H??EFBO	9	8	0	2
H??EFBo	9	9	0	2
H??EFBW	9	9	0	3
H??EFAw	9	9	0	3
H??EFBw	9	10	0	2
H??EFA[	9	9	0	3
H??EFB[	9	10	0	2
H??EF?{	9	9	0	3
H??EFA{	9	10	0	2
H??EFB{	9	11	0	1
H??EF?q	9	8	1	4
H??EF?Y	9	8	0	3
H??EF?y	9	9	1	3
H??EF?]	9	9	0	2
H??EF?}	9	10	1	2
H??EF?^	9	10	0	1
H??E@b?	9	6	0	2
H??E@b_	9	7	0	3
H??E@bo	9	8	0	4
H??E@bG	9	7	0	3
H??E@ag	9	7	0	4
H??E@bg	9	8	0	4
H??E@bw	9	9	0	4
H??E@_K	9	6	0	4
H??E@aK	9	7	0	4
H??E@bK	9	8	0	4
H??E@ak	9	8	0	4
H??E@bk	9	9	0	4
H??E@b{	9	10	0	3
H??E@_q	9	7	0	3
H??E@_i	9	7	0	4
H??E@_y	9	8	0	3
H??E@_M	9	7	0	4
H??E@_m	9	8	0	4
H??E@_}	9	9	0	3
H??E@_J	9	7	0	4
H??E@_N	9	8	0	4
H??ED`o	9	8	0	4
H??EDbo	9	9	0	3
H??ED`g	9	8	0	5
H??EDbg	9	9	0	4
H??EDaw	9	9	0	3
H??ED`w	9	9	0	5
H??EDbw	9	10	0	4
H??ED`K	9	8	0	4
H??EDbK	9	9	0	5
H??EDak	9	9	0	5
H??ED`k	9	9	0	5
H??EDbk	9	10	0	4
H??ED_{	9	9	0	4
H??EDa{	9	10	0	4
H??ED`{	9	10	0	4
H??EDb{	9	11	0	3
H??ED_i	9	8	1	5
H??ED_y	9	9	1	4
H??ED_M	9	8	0	4
H??ED_m	9	9	1	4
H??ED_}	9	10	1	3
H??ED`L	9	9	1	3
H??EFbo	9	10	0	2
H??EFbg	9	10	0	3
H??EFbw	9	11	0	3
H??EFbK	9	10	0	4
H??EFbk	9	11	0	3
H??EFa{	9	11	0	3
H??EFb{	9	12	0	2
H??EF_}	9	11	1	2
H??E@r_	9	8	0	4
H??E@qo	9	8	0	4
H??E@ro	9	9	0	4
H??E@ow	9	8	0	2
H??E@qw	9	9	0	3
H??E@rw	9	10	0	3
H??E@rC	9	8	0	3
H??E@qc	9	8	0	5
H??E@rc	9	9	0	4
H??E@os	9	8	0	4
H??E@qs	9	9	0	4
H??E@rs	9	10	0	3
H??E@o{	9	9	0	3
H??E@q{	9	10	0	3
H??E@r{	9	11	0	2
H??E@oy	9	9	0	2
H??E@ou	9	9	0	3
H??E@o}	9	10	0	2
H??E@rD	9	9	0	2
H??EDro	9	10	0	4
H??EDqw	9	10	0	2
H??EDpw	9	10	0	4
H??EDrw	9	11	0	3
H??EDrc	9	10	0	4
H??EDqs	9	10	0	4
H??EDps	9	10	0	4
H??EDrs	9	11	0	3
H??EDq{	9	11	0	3
H??EDp{	9	11	0	3
H??EDr{	9	12	0	2
H??EDo}	9	11	1	2
H??EFrw	9	12	0	2
H??EFrs	9	12	0	2
H??EFr{	9	13	0	1
H??E@zo	9	10	0	3
