N???????????????^~w	15	14	0	0
N?????????????~~~~o	15	26	0	0
N???????????_?~~N~o	15	25	1	0
N???????????o?N~~~_	15	25	1	0
N???????????w?F~~~_	15	25	1	0
N???????????{?B~~~_	15	25	1	0
N???????????}?@~~~_	15	25	1	0
N???????????~??~~~_	15	25	1	0
N???????????~~~~^~_	15	36	0	0
N?????????O?~}~}N~_	15	34	1	0
N?????????W?N~N~^~?	15	33	2	0
N?????????W?N~~}^~?	15	34	1	0
N?????????W?o?~}F~o	15	26	2	0
N?????????[?F~F~^~?	15	32	2	0
N?????????[?F~~}^~?	15	34	1	0
N?????????[?w?F~~~?	15	27	2	0
N?????????]?B~B~^~?	15	31	2	0
N?????????]?B~~}^~?	15	34	1	0
N?????????]?{?B~~~?	15	28	2	0
N?????????^?@~@~^~?	15	30	2	0
N?????????^?@~~}^~?	15	34	1	0
N?????????^?}?@~~~?	15	29	2	0
N?????????^~~}~}^~?	15	44	0	0
N???????C?W?~{N~N~?	15	33	2	3
N???????C?[?F~^}^}?	15	33	2	3
N???????C?]?B~^}^}?	15	33	2	3
N???????C?^?@~^}^}?	15	33	2	3
N???????C?^}~{^}N~?	15	41	1	0
N???????C?^}~{~{N~?	15	41	1	0
N???????E?E@N}r|^}?	15	33	3	5
N???????E?F@p|N}^}?	15	33	3	5
N???????E?F`o|N}^}?	15	33	3	5
N???????E?F~N}N}^}?	15	39	2	0
N???????E?F~N}~{^}?	15	40	2	0
N???????E?F~~{~{^}?	15	41	1	0
N???????E?S?N}V|^}?	15	32	2	6
N???????E?U?R|N}^}?	15	32	2	6
N???????E?V?P|N}^}?	15	32	2	6
N???????E?V_O|N}^}?	15	32	2	6
N???????E?W?~{N~^}?	15	34	2	0
N???????E?[?N}F~^}?	15	33	3	3
N???????E?]?B~N}^}?	15	33	3	5
N???????E?^?@~N}^}?	15	33	3	5
N???????F?B`F}w|^}?	15	33	3	7
N???????F?Bpw\F}^}?	15	33	3	7
N???????F?B~F}F}^}?	15	37	3	0
N???????F?B~F}~{^}?	15	39	2	0
N???????F?B~~{~{^}?	15	41	1	0
N???????F?R?F}X|^}?	15	32	2	8
N???????F?R_W|F}^}?	15	32	2	8
N???????F?RoW\F}^}?	15	32	2	8
N???????F?Y?F}J|^}?	15	32	2	6
N???????F?Z?H|F}^}?	15	32	2	8
N???????F?[?F~F~^}?	15	34	3	0
