L???????????~~	13	12	0	0
L?????????^~~}	13	22	0	0
L???????C?^}^}	13	21	1	0
L???????E?F~~{	13	21	1	0
L???????F?B~~{	13	21	1	0
L???????F_@~~{	13	21	1	0
L???????Fo?~~{	13	21	1	0
L???????F~~}~{	13	30	0	0
L??????_F~^{^{	13	28	1	0
L??????oE?^{N}	13	22	2	0
L??????o@~~{~w	13	28	1	0
L??????o@~f}~w	13	27	2	0
L??????wF?B~~w	13	23	2	0
L??????w?~~{~w	13	28	1	0
L??????w?~b}~w	13	26	2	0
L??????{F_@~~w	13	24	2	0
L??????{?^~{~w	13	28	1	0
L??????{?^`}~w	13	25	2	0
L??????~~~^{~w	13	36	0	0
L????A?oF}F}^w	13	27	2	3
L????A?w?~n{~o	13	27	2	3
L????A?{?^n{~o	13	27	2	3
L????A?~v}^w^w	13	33	1	0
L????A?~v}N{^w	13	33	1	0
L????B?oF}F}~o	13	28	2	0
L????B?g@~Jy~o	13	26	2	6
L????B?w@~B}~o	13	27	3	3
L????B?kA]f{~o	13	26	2	6
L????B?{?^f{~o	13	27	3	5
L????B?mAMf{~o	13	26	2	6
L????B?KH~Xy~o	13	27	3	5
L????B?MMMf{~o	13	27	3	5
L????B?N~}^w~o	13	33	1	0
L????B?Nx~^w~o	13	32	2	0
L????B?Nx~F{~o	13	31	2	0
L????B_wF?^wF}	13	25	3	0
L????B_w?~~w~o	13	29	2	0
L????B_w?~b}~o	13	28	3	0
L????B_s?~Dy~o	13	26	2	6
L????B_{?~@}~o	13	27	3	3
L????B_e?~Ky~o	13	26	2	8
L????B_fBEb{~o	13	26	2	8
L????B_FG~[Y~o	13	27	3	5
L????B_F~}^w~o	13	33	1	0
L????B_Fw~^w~o	13	31	2	0
L????B_Fw~B{~o	13	29	3	0
L????Bo{F_@~~o	13	27	3	0
L????Bo{?^~w~o	13	30	2	0
L????Bo{?^`}~o	13	28	4	0
L????Bor?^EY~o	13	26	2	9
L????Bob_^MI~o	13	26	2	6
L????BoB~}^w~o	13	33	1	0
L????B~~v}^w~o	13	40	0	0
L???C@?w?~nwng	13	26	3	6
L???C@?{?^nwng	13	26	3	6
L???C@?~`~Nwng	13	30	2	5
L???CB?mAM~oNw	13	26	3	8
L???CB?~f{F{^o	13	31	2	3
L???CB?~`~Nw^o	13	31	2	4
L???CB?OV{NwNk	13	26	3	5
L???CB?WS{~oNw	13	26	3	7
L???C@_wC|B}^o	13	26	3	6
L???C@_{C|@}^o	13	26	4	8
L???C@_cG~Ly~_	13	26	3	8
L???C@_eG~Ky~_	13	26	4	8
L???C@_fg~^o^o	13	29	3	5
L???CB_w?~nw~_	13	28	3	3
L???CB_e?~Ky~_	13	26	3	10
L???CB_fBEb{~_	13	26	3	10
L???CB_WO~Rq~_	13	26	3	8
L???CB_WO|~o^o	13	27	3	5
L???CB_WO|b{~_	13	26	4	6
L???CB_Fz}^o~_	13	31	2	4
L???CB_Fz}Nw~_	13	31	2	4
L???CB_Fw~Nw~_	13	30	3	3
L???C@o{C\@}^o	13	26	4	6
L???C@obG^MY~_	13	26	4	8
L???C@obg^^o^o	13	28	3	5
L???CBo{?^~o^o	13	29	3	3
L???CBob_^MI~_	13	26	3	8
L???CBoB~{^o^o	13	31	2	4
L???CB}~f{^o^o	13	36	1	0
L???CB}~f{Nw^o	13	36	1	0
L???EB?{?^~oNw	13	28	4	5
L???EB?~`~^o~_	13	32	2	0
L???EB?~`~^oNw	13	32	4	0
L???EA_W@}Jsfc	13	24	3	10
L???EA_KO~Hu~_	13	26	4	9
L???EA_MQLb{~_	13	26	4	10
L???EA_Np}Js~_	13	29	3	6
L???EA_Nq|^o~_	13	30	2	6
L???EA_Fx}Js~_	13	29	3	6
L???EB_w@}^oF{	13	28	4	4
L???EB_s?~Dy~_	13	27	4	6
L???EB_MUKb{~_	13	27	4	8
L???EB_Np}B{~_	13	30	3	4
L???EB_No~^o~_	13	31	3	3
L???EB_No~B{~_	13	30	3	3
L???E?o{?^fwrg	13	26	4	10
L???E?oKO^Xu~_	13	26	3	8
L???E?oMO^Wu~_	13	26	4	9
L???E?oB^cfwrg	13	26	4	10
L???E?oBx}Xs~_	13	28	4	8
L???EAokA\fw~_	13	27	3	6
L???EAo[A\PqNo	13	24	3	12
L???EAoRG^EY~_	13	26	5	10
L???EAoRh}^o~_	13	30	2	7
L???EAoRh}Fw~_	13	29	3	8
L???EAoRi\Fw~_	13	28	3	6
L???EAoBy\Fw~_	13	28	4	7
L???EBo{?^fw~_	13	29	4	5
L???E?pw?}xs~_	13	27	4	7
L???E?pw?\by~_	13	26	4	8
L???E?pBo\]B~_	13	26	4	7
L???E?pBv_xs~_	13	27	4	8
L???E?pBv_xsNo	13	26	4	10
L???E?pNu\^o~_	13	31	3	6
L???E?pNu\Fw~_	13	30	3	5
L???E?xMP}Wu~_	13	29	4	5
L???E?xHuLZA~_	13	27	4	10
L???E?xph}^o~_	13	31	3	5
L???E?xph}Fw~_	13	30	3	6
L???E?~~f{^o~_	13	36	1	0
L???E?~Nv{^o~_	13	35	2	0
L???E?~Np}^o~_	13	34	2	0
L???E?~Np}Fw~_	13	33	2	0
L???FB_wF{B}~_	13	30	3	0
L???FB_{?~@}~_	13	29	4	3
L???FB_eBKb{~_	13	27	3	8
L???FB_F~{^o~_	13	33	2	0
L???FB_Fw~^o~_	13	32	4	0
L???FB_Fw~B{~_	13	31	3	0
L???FBOw@\By~_	13	27	3	7
L???FBOFo}Ds~_	13	28	3	7
L???FBOFp\^o~_	13	30	2	6
L???FBOBw}Ds~_	13	28	4	6
L???FBo{?}@}~_	13	29	4	4
L???FAW`_}Ks]C	13	24	3	16
L???FAWFo}Ks~_	13	28	3	8
L???FAWFrL^o~_	13	30	2	8
L???F?\FvD^o~_	13	31	3	3
L???F?^~f{^o~_	13	36	1	0
L???F?^Fv{^o~_	13	34	2	0
L???Fbo{F_^oB}	13	30	3	0
L???Fbo{?^~o~_	13	32	3	0
L???F~}~f{^o~_	13	42	0	0
L??CA?_~@}JsfW	13	27	3	10
L??CAB_~?~NonO	13	29	3	8
L??CAB_GoxnonO	13	25	4	10
L??CAB_Fz{NonO	13	29	3	8
L??CAB_Fz{VgNo	13	29	3	8
L??CAB_Fw~NonO	13	29	3	6
L??CA?orG^NonO	13	26	4	10
L??CABo{B{VgB{	13	28	4	6
L??CABoBz{Vg~?	13	29	3	8
L??CABoBz{Vg^_	13	29	3	8
L??CAB{Nr{Vg~?	13	32	2	6
L??CEB_~?~NoNo	13	30	4	6
L??CEB_WfwBmNo	13	27	5	9
L??CEBor?^EY^_	13	27	5	12
L??CEBoB~wFw^_	13	30	4	8
L??CEB{~FwFw^_	13	33	2	3
L??CEB{~@}No^_	13	33	2	4
L??CEB{~@}Fw^_	13	33	3	3
L??CEB{Nr{No^_	13	33	2	5
L??CE@A~FwFwnG	13	29	3	6
L??CE@A~B{FkNo	13	29	3	7
L??CE@A~B{FkNW	13	29	4	5
L??CE@afNw^_No	13	29	3	8
L??CE@afNwNoNo	13	29	3	9
L??CE@afNwFwNo	13	29	4	7
L??CE@afKx^_No	13	28	4	8
L??CE@afGz^_No	13	28	4	9
L??CB@_{Cz@}^_	13	27	4	8
L??CB@_~CzNoFw	13	29	5	5
L??CBB_WfwB{fS	13	27	4	8
L??CBB_[cYb{~?	13	27	5	10
L??CBB_fSyB{^_	13	28	4	8
L??CBB_fO~^_^_	13	29	4	7
L??CBB_fO~No^_	13	29	4	7
L??CBB_fO~B{^_	13	29	3	6
L??CBBo{Cy@}^_	13	28	4	8
L??CB?W`W}Ks~?	13	25	4	13
L??CBAPwFwLsFs	13	27	5	9
L??CBAPfO}^_Zg	13	28	4	9
L??CBAPFo}Ls~?	13	28	4	8
L??CBAPFr\^_~?	13	29	4	9
L??CBAPFr\No~?	13	29	3	10
L??CBAPFr\Ls~?	13	29	3	8
L??CBAXfO}Ks~?	13	28	4	9
L??CBAXFo}Ks~?	13	28	4	10
L??CBAXXg}^_~?	13	29	4	8
L??CBAXXg}No~?	13	29	4	9
L??CBA\fO}No~?	13	30	3	6
L??CBA\Fvw^_^_	13	31	3	6
L??CFB_Wb{^_F[	13	28	4	6
L??CFB_WcwnoFw	13	27	4	9
L??CFB_WcwnoF[	13	27	4	8
L??CFB_[_Zb{~?	13	28	4	8
L??CFB_Fz{^_~?	13	31	3	4
L??CFB_Fz{No~?	13	31	3	4
L??CFB_Fw~No~?	13	31	5	3
L??CFBOFp\^_^_	13	29	3	9
L??CFAWFo}Ks~?	13	28	4	10
L??CFAWFrL^_~?	13	29	3	10
L??CFAWFrL^_^_	13	29	3	11
L??CFA[f?yKV^_	13	28	4	7
L??CF@aFo}Rc~?	13	28	4	8
L??CF@aFo}Rc^_	13	28	4	9
L??CF@aFsx^_~?	13	29	3	8
L??CF@aFsx^_^_	13	29	3	9
L??CF@aFoz^_~?	13	29	4	6
L??CF@aFozNo~?	13	29	4	7
L??CF@aFozRc~?	13	28	4	8
L??CF@aF^w^_^_	13	30	3	6
L??CF@QFtX^_^_	13	29	3	11
L??CF?ZFvH^_^_	13	30	4	6
L??CF?^^fw^_~?	13	33	2	4
L??CF?^^b{^_~?	13	33	2	5
L??CF?^^b{No~?	13	33	2	5
L??CF?^Fr{^_~?	13	32	3	4
L??CF?^Fr{No~?	13	32	3	4
L??CB`o{CZ@}^_	13	28	4	6
L??CB`obW^^_^_	13	29	5	5
L??CFbo{?^no~?	13	31	3	3
L??CFz{~FwNo~?	13	37	1	0
L??EE?o{EX@}No	13	27	4	10
L??EE?oqG^^_Ls	13	27	4	10
L??EE?orG^^_No	13	28	5	8
L??EEBo{Fw@}No	13	30	4	7
L??EEBoB~wFw~?	13	31	4	5
L??EEB{NvwFw~?	13	34	4	0
L??ED@_NayRc~?	13	27	3	12
