M?????????????~~_	14	13	0	0
M???????????~~~~?	14	24	0	0
M?????????O?~}^~?	14	23	1	0
M?????????W?N~~}?	14	23	1	0
M?????????[?F~~}?	14	23	1	0
M?????????]?B~~}?	14	23	1	0
M?????????^?@~~}?	14	23	1	0
M?????????^~~}~}?	14	33	0	0
M???????C?^}~{^}?	14	31	1	0
M???????E?W?~{N~?	14	24	2	0
M???????E?F~~{~{?	14	31	1	0
M???????E?F~N}~{?	14	30	2	0
M???????F?[?F~~{?	14	25	2	0
M???????F?B~~{~{?	14	31	1	0
M???????F?B~F}~{?	14	29	2	0
M???????F_]?B~~{?	14	26	2	0
M???????F_@~~{~{?	14	31	1	0
M???????F_@~B}~{?	14	28	2	0
M???????Fo^?@~~{?	14	27	2	0
M???????Fo?~~{~{?	14	31	1	0
M???????F~~}~{~{?	14	40	0	0
M??????_E?^{N}^{?	14	30	2	3
M??????_F?B~^{~w?	14	30	2	3
M??????_F_@~^{~w?	14	30	2	3
M??????_Fo?~~w^{?	14	30	2	3
M??????_F~^{~w^{?	14	37	1	0
M??????_F~^{^{^{?	14	37	1	0
M??????oE?^{N}~w?	14	31	2	0
M??????oD?F}Vy~w?	14	29	2	6
M??????oF?F}F}~w?	14	30	3	3
M??????oD_H|N{~w?	14	29	2	6
M??????oF_@~N{~w?	14	30	3	5
M??????oDoG|N{~w?	14	29	2	6
M??????o@_f}ry~w?	14	30	3	5
M??????o@ow|N{~w?	14	30	3	5
M??????o@ww\N{~w?	14	30	3	5
M??????o@~~{~w~w?	14	37	1	0
M??????o@~f}~w~w?	14	36	2	0
M??????o@~f}N{~w?	14	35	2	0
M??????wF?[?~wF~?	14	27	3	0
M??????wF?B~~w~w?	14	32	2	0
M??????wF?B~F}~w?	14	31	3	0
M??????wE_B}Jy~w?	14	29	2	6
M??????wF_B}B}~w?	14	30	3	3
M??????wCoB}Xy~w?	14	29	2	8
M??????wEoC|F{~w?	14	29	2	8
M??????wCwK\F{~w?	14	29	2	8
M??????w?wb}wy~w?	14	30	3	7
M??????w?{{LF{~w?	14	30	3	5
M??????w?~~{~w~w?	14	37	1	0
M??????w?~b}~w~w?	14	35	2	0
M??????w?~b}F{~w?	14	33	3	0
M??????{F_]?B~~w?	14	29	3	0
M??????{F_@~~w~w?	14	33	2	0
M??????{F_@~B}~w?	14	31	4	0
M??????{FO@}Dy~w?	14	29	2	6
M??????{EW@}Ky~w?	14	29	2	10
M??????{C[@}[Y~w?	14	29	2	8
M??????{?]`}{I~w?	14	30	3	3
M??????{?^~{~w~w?	14	37	1	0
M??????{?^`}~w~w?	14	34	2	0
M??????}Fo^?@~~w?	14	31	3	0
M??????~~~^{~w~w?	14	45	0	0
M????A?OF?B~^wns?	14	29	3	6
M????A?OF_@~^wns?	14	29	3	6
M????A?OFo?~^wns?	14	29	3	6
M????A?OF}F}^wns?	14	34	2	5
M????A?oDoG|~oN{?	14	29	3	8
M????A?oF}^wN{^w?	14	35	2	3
M????A?oF}F}^w^w?	14	35	2	4
M????A?oA@^w^wNu?	14	29	3	5
M????A?oB@Rx~oN{?	14	29	3	7
M????A?oB`Px~oN{?	14	29	3	8
M????A?WF?RyF}^w?	14	29	3	6
M????A?WF_RyB}^w?	14	29	4	8
M????A?WC_b}Zy~o?	14	29	3	8
M????A?WCob}Xy~o?	14	29	4	8
M????A?WCwk\F{~o?	14	29	4	8
M????A?WC}b}~o^w?	14	33	3	5
M????A?wF?B~^w~o?	14	31	3	3
M????A?wCoB}Xy~o?	14	29	3	10
M????A?wCwK\F{~o?	14	29	3	10
M????A?wB@B}fq~o?	14	29	3	8
M????A?wB@Bz~o^w?	14	30	3	5
M????A?wB@BzF{~o?	14	29	4	6
M????A?wB`PxF{~o?	14	29	3	10
M????A?wB`@zF{~o?	14	29	4	8
M????A?w?~n{~o~o?	14	35	2	4
M????A?w?~n{^w~o?	14	35	2	4
M????A?w?~b}^w~o?	14	34	3	3
M????A?[F_PyB}^w?	14	29	4	6
M????A?[CW`}[y~o?	14	29	4	10
M????A?[C[mLB{~o?	14	29	4	8
M????A?[C]`}~o^w?	14	32	3	5
M????A?{F_@~~o^w?	14	32	3	3
M????A?{C[@}[Y~o?	14	29	3	10
M????A?{B`@}bq~o?	14	29	3	8
M????A?{B`@}Bu~o?	14	29	4	6
M????A?{B`@z~o^w?	14	31	3	5
M????A?{?^n{~o~o?	14	35	2	4
M????A?{?^n{^w~o?	14	35	2	4
M????A?{?^`}^w~o?	14	33	3	3
M????A?~v}^w~o^w?	14	41	1	0
M????A?~v}^w^w^w?	14	41	1	0
M????B?oF_@~~oN{?	14	31	4	5
M????B?oDoGx~oN{?	14	29	3	9
M????B?oFo?~~oN{?	14	31	5	7
M????B?oF}F}~o~o?	14	36	2	0
M????B?oF}F}~oN{?	14	36	4	0
M????B?gB?F{Vsfq?	14	27	3	10
M????B?g@`B}Ru~o?	14	29	4	9
M????B?g@pGzF{~o?	14	29	4	10
M????B?g@~F{Vs~o?	14	33	3	6
M????B?g@~Jy~o~o?	14	34	2	6
M????B?g?~f{Vs~o?	14	33	3	6
M????B?wF?F{~oF}?	14	31	4	4
M????B?wE_B}Jy~o?	14	30	4	6
M????B?wEoC|F{~o?	14	30	4	8
M????B?w@pWxF{~o?	14	30	4	9
M????B?w@p?zF{~o?	14	29	4	10
M????B?w@~F{F{~o?	14	34	3	4
M????B?w@~B}~o~o?	14	35	3	3
M????B?w@~B}F{~o?	14	34	3	3
M????B?KF_@~Nwrs?	14	29	4	10
M????B?K@`@}ru~o?	14	29	3	8
M????B?K@p@}pu~o?	14	29	4	10
M????B?K@xWZB{~o?	14	29	5	10
M????B?K?X}XNwrs?	14	29	4	10
M????B?K?\}HNwrs?	14	29	5	10
M????B?K?^f{rs~o?	14	32	4	8
M????B?kD_HzNw~o?	14	30	3	6
M????B?kB_HybqNw?	14	27	3	12
M????B?k@p@}Pu~o?	14	29	5	10
M????B?kAW`}Ky~o?	14	29	5	12
M????B?kA]f{~o~o?	14	34	2	7
M????B?kA]f{Nw~o?	14	33	3	8
M????B?kA]hyNw~o?	14	32	3	6
M????B?k?^hyNw~o?	14	32	4	7
M????B?{F_@~Nw~o?	14	32	4	5
M????B?{EW@}Ky~o?	14	30	4	10
M????B?{?^f{~o~o?	14	35	3	5
M????B?{?^f{Nw~o?	14	34	3	6
M????B?{?^`}Nw~o?	14	33	4	5
M????B?M@p?}pu~o?	14	29	4	8
M????B?M?Nfcot~o?	14	29	5	9
M????B?M?NwyNw~o?	14	31	4	8
M????B?M?N~@psNw?	14	29	5	10
M????B?mDoGzNw~o?	14	31	3	6
M????B?mCMGy]ANw?	14	27	3	12
M????B?mAMf{~o~o?	14	34	2	7
M????B?mAMf{Nw~o?	14	33	3	8
M????B?KN?B|rs~o?	14	30	4	7
M????B?KN?@zFy~o?	14	29	4	8
M????B?KN_@|rs~o?	14	30	4	8
M????B?KN_@|rsNw?	14	29	4	10
M????B?KN_@|Bu~o?	14	29	5	7
M????B?KG\]HrsNw?	14	29	4	12
M????B?KH~Xy~o~o?	14	35	3	6
M????B?KH~XyNw~o?	14	34	3	5
M????B?MN_@|ps~o?	14	30	4	10
M????B?MLoGzNw~o?	14	31	4	7
M????B?MHpF{pu~o?	14	32	4	5
M????B?MGNOy]B~o?	14	29	5	8
M????B?MGNWy}A~o?	14	30	4	11
M????B?MGNWy}ANw?	14	29	4	12
M????B?MMMf{~o~o?	14	35	3	6
M????B?MMMf{Nw~o?	14	34	3	7
M????B?MMMwyNw~o?	14	33	4	5
M????B?N~}^w~o~o?	14	41	1	0
